Employee_ID,Department,Role,Login_Timestamp,Logout_Timestamp,File_Access_Timestamp,File_Access_Frequency,Access_Anomaly_Flag,Suspicious_Activity_Flag,Work_Duration,Idle_Time,VPN_Usage,Behavior_Label,Latitude,Longitude
IT453,IT,Intern,12-11-2024 17:21,13-11-2024 00:59,03-06-2024,8,0,0,7.633333333,0,FALSE,Normal,43.34464147,-70.12537487
IT454,IT,Analyst,27-03-2024 12:09,27-03-2024 16:28,15-03-2024,8,0,0,4.316666667,2,TRUE,Normal,9.884933867,78.36498065
IT455,IT,Manager,09-07-2024 18:54,10-07-2024 05:09,13-06-2024,17,0,0,10.25,0,TRUE,Normal,-20.1631484,-163.974744
IT456,IT,Intern,13-06-2024 11:11,13-06-2024 18:19,09-07-2024,17,0,0,7.133333333,1,TRUE,Normal,-84.48382281,-165.6227451
IT457,IT,Intern,05-10-2024 15:44,05-10-2024 20:21,02-04-2024,12,0,0,4.616666667,0,TRUE,Normal,-49.15352836,-155.6132804
IT458,IT,Intern,16-05-2024 16:24,17-05-2024 01:56,05-03-2024,11,0,0,9.533333333,0,FALSE,Normal,87.83008471,156.1497245
IT459,IT,Analyst,11-01-2024 18:43,12-01-2024 01:12,26-08-2024,15,0,0,6.483333333,0,FALSE,Normal,-4.593766108,115.2528572
IT460,IT,Developer,11-10-2024 10:22,11-10-2024 17:59,04-11-2024,17,0,0,7.616666667,2,FALSE,Normal,-63.49820914,-133.115338
IT461,IT,Manager,02-10-2024 16:53,03-10-2024 03:36,07-09-2024,7,1,0,10.71666667,1,TRUE,Critical,-10.68597274,-83.36822806
IT462,IT,Intern,23-03-2024 15:37,23-03-2024 22:29,27-07-2024,16,0,0,6.866666667,1,TRUE,Normal,-44.2910064,154.1847216
IT463,IT,Manager,17-07-2024 16:54,18-07-2024 01:00,15-04-2024,6,0,0,8.1,1,TRUE,Normal,-67.40048186,-14.3721196
IT464,IT,Manager,03-01-2024 15:53,03-01-2024 23:03,20-10-2024,19,0,0,7.166666667,1,TRUE,Normal,61.9589659,-41.26709468
IT465,IT,Intern,06-08-2024 12:07,06-08-2024 22:05,02-04-2024,18,0,0,9.966666667,2,TRUE,Normal,-36.61955085,-174.9405177
IT466,IT,Analyst,04-09-2024 13:24,04-09-2024 20:01,02-08-2024,10,0,0,6.616666667,1,FALSE,Normal,-52.23081178,163.0287749
IT467,IT,Manager,08-04-2024 17:54,09-04-2024 01:09,03-03-2024,6,0,0,7.25,2,FALSE,Normal,18.22812443,-13.4958578
IT468,IT,Analyst,28-07-2024 18:43,29-07-2024 00:37,02-05-2024,7,0,0,5.9,0,FALSE,Normal,-10.07538571,0.46561736
IT469,IT,Analyst,02-02-2024 11:29,02-02-2024 21:01,03-06-2024,7,0,0,9.533333333,1,TRUE,Normal,48.29990611,83.0000495
IT470,IT,Intern,28-06-2024 12:29,28-06-2024 20:09,25-02-2024,16,0,0,7.666666667,1,TRUE,Normal,-59.14349741,72.94639067
IT471,IT,Intern,29-04-2024 09:43,29-04-2024 14:11,14-01-2024,14,0,0,4.466666667,1,TRUE,Normal,-37.89209322,5.370505071
IT472,IT,Manager,08-05-2024 12:21,08-05-2024 20:10,25-01-2024,9,0,0,7.816666667,2,FALSE,Normal,84.61098534,33.44707104
IT473,IT,Manager,01-09-2024 10:03,01-09-2024 19:12,29-08-2024,8,0,0,9.15,1,TRUE,Normal,52.67429546,39.29414734
IT474,IT,Manager,16-07-2024 15:05,16-07-2024 22:24,30-06-2024,14,0,0,7.316666667,1,FALSE,Normal,5.915120416,-138.3743439
IT475,IT,Manager,06-11-2024 14:59,06-11-2024 20:25,31-03-2024,10,0,0,5.433333333,1,TRUE,Normal,56.70781663,-35.20101917
IT476,IT,Intern,02-03-2024 11:57,02-03-2024 17:21,23-08-2024,11,0,0,5.4,0,FALSE,Normal,27.73601094,-0.773386642
IT477,IT,Manager,05-11-2024 09:54,05-11-2024 14:54,05-02-2024,14,0,0,5,1,FALSE,Normal,63.94582668,134.2440568
IT478,IT,Manager,07-02-2024 18:59,08-02-2024 01:38,19-09-2024,9,0,0,6.65,1,FALSE,Normal,46.42732545,-87.51378475
IT479,IT,Intern,13-09-2024 17:26,14-09-2024 01:15,17-03-2024,5,0,0,7.816666667,1,FALSE,Normal,1.583975915,162.7371139
IT480,IT,Developer,30-07-2024 16:06,30-07-2024 20:37,02-05-2024,17,1,0,4.516666667,2,FALSE,Critical,-57.14665752,145.3850181
IT481,IT,Manager,25-09-2024 13:40,25-09-2024 17:53,21-05-2024,10,0,0,4.216666667,2,FALSE,Normal,79.24071581,-20.44199958
IT482,IT,Manager,28-01-2024 11:23,28-01-2024 19:10,10-09-2024,17,0,0,7.783333333,1,TRUE,Normal,16.1226456,-104.3780038
IT483,IT,Manager,28-07-2024 08:11,28-07-2024 15:51,05-04-2024,7,0,0,7.666666667,1,FALSE,Normal,-9.096346786,81.05331982
IT484,IT,Manager,30-04-2024 08:53,30-04-2024 16:52,06-03-2024,20,0,0,7.983333333,1,FALSE,Normal,64.14094688,-33.28374763
IT485,IT,Analyst,06-03-2024 17:40,06-03-2024 22:26,07-10-2024,7,0,0,4.766666667,1,FALSE,Normal,-61.70571548,91.06509192
IT486,IT,Intern,28-03-2024 14:12,28-03-2024 21:40,05-09-2024,10,0,0,7.466666667,1,TRUE,Normal,-48.36482966,85.33376375
IT487,IT,Intern,24-01-2024 08:51,24-01-2024 17:08,24-10-2024,8,0,0,8.283333333,1,TRUE,Normal,-7.251292452,-164.949594
IT488,IT,Analyst,12-09-2024 18:33,13-09-2024 01:22,07-10-2024,14,0,0,6.816666667,1,FALSE,Normal,57.09275924,-169.4229131
IT489,IT,Analyst,30-06-2024 10:38,30-06-2024 18:28,03-02-2024,17,0,0,7.833333333,2,TRUE,Normal,-18.50321789,-141.3880871
IT490,IT,Manager,16-06-2024 16:26,16-06-2024 21:03,13-11-2024,15,0,0,4.616666667,0,TRUE,Normal,52.38049377,-95.76573817
IT491,IT,Intern,12-05-2024 08:09,12-05-2024 18:22,02-07-2024,6,0,0,10.21666667,0,FALSE,Normal,17.63747039,-84.90113891
IT492,IT,Intern,30-01-2024 09:11,30-01-2024 18:14,31-05-2024,8,0,0,9.05,1,TRUE,Normal,-87.73451974,167.0321451
IT493,IT,Intern,23-06-2024 14:31,23-06-2024 20:24,30-05-2024,5,0,0,5.883333333,1,TRUE,Normal,15.32459725,-165.9227202
IT494,IT,Intern,15-11-2024 18:29,16-11-2024 03:30,28-06-2024,14,0,0,9.016666667,0,FALSE,Normal,-4.266248417,81.30035635
IT495,IT,Developer,23-02-2024 17:11,24-02-2024 02:34,16-05-2024,12,0,0,9.383333333,1,FALSE,Normal,-78.6759241,74.43904375
IT496,IT,Developer,25-05-2024 14:38,25-05-2024 20:46,02-04-2024,16,0,0,6.133333333,1,FALSE,Normal,54.66074426,164.8072448
IT497,IT,Developer,10-08-2024 16:23,10-08-2024 21:51,14-07-2024,20,0,0,5.466666667,1,TRUE,Normal,13.16914438,-64.64389196
IT498,IT,Analyst,10-11-2024 14:06,10-11-2024 21:35,04-02-2024,9,0,0,7.483333333,0,TRUE,Normal,-39.51839886,-142.6022123
IT499,IT,Analyst,15-07-2024 14:06,15-07-2024 21:36,25-08-2024,9,0,0,7.5,1,TRUE,Normal,53.3249726,36.8390929
IT500,IT,Manager,11-07-2024 12:49,11-07-2024 21:03,11-06-2024,11,0,0,8.233333333,1,FALSE,Normal,5.104758396,25.41087186
SA001,Sales,Intern,22-02-2024 16:29,23-02-2024 03:03,02-01-2024,20,0,0,10.56666667,0,TRUE,Normal,76.46730501,176.3496993
SA002,Sales,Analyst,09-10-2024 17:55,10-10-2024 02:20,29-08-2024,9,0,0,8.416666667,2,TRUE,Normal,80.84382011,-24.5171484
SA003,Sales,Manager,06-04-2024 16:17,06-04-2024 20:34,12-11-2024,8,0,0,4.283333333,0,FALSE,Normal,21.17927885,148.4470758
SA004,Sales,Intern,03-10-2024 14:00,03-10-2024 18:40,03-11-2024,16,0,0,4.666666667,0,FALSE,Normal,-23.37819659,140.5110144
SA005,Sales,Intern,31-07-2024 11:23,31-07-2024 17:39,11-03-2024,20,0,0,6.266666667,1,FALSE,Normal,27.80694858,23.86587213
SA006,Sales,Analyst,21-11-2024 15:40,21-11-2024 20:56,13-02-2024,11,0,0,5.266666667,0,FALSE,Normal,23.59470233,-117.8645285
SA007,Sales,Developer,13-08-2024 08:58,13-08-2024 16:35,20-06-2024,6,0,0,7.616666667,2,TRUE,Normal,54.74728318,-43.32345367
SA008,Sales,Manager,27-05-2024 17:35,28-05-2024 02:21,07-09-2024,8,0,0,8.766666667,2,FALSE,Normal,26.69964072,-94.92784467
SA009,Sales,Manager,01-06-2024 16:30,01-06-2024 23:19,02-09-2024,11,0,0,6.816666667,0,FALSE,Normal,-65.18732156,-85.69961938
SA010,Sales,Intern,20-02-2024 18:49,21-02-2024 00:17,10-01-2024,7,0,0,5.466666667,0,FALSE,Normal,63.21371189,10.55612653
SA011,Sales,Manager,10-01-2024 16:51,11-01-2024 03:05,14-03-2024,16,0,0,10.23333333,0,TRUE,Normal,-49.82796826,147.4576917
SA012,Sales,Manager,29-02-2024 09:57,29-02-2024 18:35,28-08-2024,10,0,0,8.633333333,0,TRUE,Normal,36.51762196,-128.6459228
SA013,Sales,Manager,03-06-2024 18:20,04-06-2024 01:10,05-06-2024,13,1,1,6.833333333,1,TRUE,Suspicious,-25.29988221,-130.8205605
SA014,Sales,Analyst,22-03-2024 18:12,22-03-2024 23:12,24-05-2024,19,0,0,5,2,FALSE,Normal,-57.24111149,176.6111801
SA015,Sales,Intern,19-04-2024 13:46,20-04-2024 00:19,11-01-2024,16,0,0,10.55,2,TRUE,Normal,-34.99636824,129.1992622
SA016,Sales,Intern,25-02-2024 14:39,25-02-2024 21:56,30-04-2024,14,0,0,7.283333333,0,FALSE,Normal,-62.11889787,22.35207531
SA017,Sales,Analyst,05-06-2024 16:26,05-06-2024 20:31,24-10-2024,10,0,0,4.083333333,0,FALSE,Normal,-12.05204878,98.39346818
SA018,Sales,Intern,13-10-2024 16:33,14-10-2024 00:13,18-06-2024,9,0,0,7.666666667,2,FALSE,Normal,-89.47943414,-90.91487706
SA019,Sales,Developer,21-03-2024 11:59,21-03-2024 21:46,11-05-2024,15,0,0,9.783333333,1,TRUE,Normal,-15.23106555,-120.7843465
SA020,Sales,Manager,29-06-2024 16:20,30-06-2024 01:07,04-03-2024,6,0,0,8.783333333,0,FALSE,Normal,29.44873982,99.56128741
SA021,Sales,Intern,25-07-2024 14:42,25-07-2024 20:17,30-08-2024,15,0,0,5.583333333,0,FALSE,Normal,-28.12625812,153.0746597
SA022,Sales,Intern,05-08-2024 17:50,05-08-2024 22:53,20-01-2024,7,0,0,5.05,2,TRUE,Normal,52.0303591,19.94637896
SA023,Sales,Manager,13-05-2024 15:16,13-05-2024 21:33,28-10-2024,14,1,0,6.283333333,0,TRUE,Critical,-64.01906712,131.8900788
SA024,Sales,Developer,17-01-2024 12:45,17-01-2024 22:15,02-04-2024,19,0,0,9.5,1,FALSE,Normal,50.23310268,112.7108641
SA025,Sales,Manager,09-04-2024 10:22,09-04-2024 21:09,28-03-2024,6,0,0,10.78333333,2,TRUE,Normal,24.70614199,-165.1029625
SA026,Sales,Manager,18-10-2024 18:50,18-10-2024 23:38,31-03-2024,6,0,0,4.8,1,TRUE,Normal,76.81714753,49.6899752
SA027,Sales,Developer,24-08-2024 16:06,24-08-2024 21:35,06-04-2024,15,0,0,5.483333333,2,FALSE,Normal,72.07475021,-28.05009445
SA028,Sales,Developer,30-10-2024 10:06,30-10-2024 15:16,16-02-2024,20,0,0,5.166666667,0,FALSE,Normal,-41.66892145,-131.6247074
SA029,Sales,Analyst,27-09-2024 16:36,28-09-2024 00:01,23-09-2024,6,0,0,7.416666667,0,FALSE,Normal,33.3831124,42.51759769
SA030,Sales,Intern,07-01-2024 09:29,07-01-2024 14:19,13-02-2024,11,0,0,4.833333333,0,FALSE,Normal,-10.99067339,122.4817195
SA031,Sales,Analyst,14-06-2024 17:15,14-06-2024 21:34,12-11-2024,17,0,0,4.316666667,2,TRUE,Normal,-27.77635661,-169.545732
SA032,Sales,Developer,01-11-2024 16:05,01-11-2024 23:13,27-02-2024,9,0,0,7.133333333,2,TRUE,Normal,31.19181992,-24.71387603
SA033,Sales,Manager,14-05-2024 16:51,14-05-2024 22:16,18-02-2024,12,0,0,5.416666667,1,FALSE,Normal,21.28612342,-52.85298106
SA034,Sales,Developer,23-01-2024 14:29,23-01-2024 23:23,21-05-2024,7,0,0,8.9,1,FALSE,Normal,-83.284477,-138.885188
SA035,Sales,Manager,06-05-2024 13:11,06-05-2024 17:13,21-11-2024,8,0,0,4.033333333,1,FALSE,Normal,43.7208496,-128.628564
SA036,Sales,Developer,10-04-2024 17:51,11-04-2024 04:42,05-10-2024,14,0,0,10.85,0,FALSE,Normal,-74.59175879,96.00746188
SA037,Sales,Manager,14-03-2024 18:01,15-03-2024 01:30,09-10-2024,14,0,0,7.483333333,1,TRUE,Normal,-47.74027316,90.47460255
SA038,Sales,Intern,19-11-2024 14:05,20-11-2024 01:02,26-09-2024,15,0,0,10.95,1,FALSE,Normal,-13.38900876,29.0049862
SA039,Sales,Manager,07-04-2024 17:01,07-04-2024 22:51,11-04-2024,7,0,0,5.833333333,2,FALSE,Normal,-19.35802119,94.50540877
SA040,Sales,Manager,23-01-2024 17:14,23-01-2024 23:47,17-10-2024,20,0,0,6.55,1,FALSE,Normal,-39.26009096,-137.5018465
SA041,Sales,Manager,11-10-2024 18:35,12-10-2024 00:04,19-11-2024,10,0,0,5.483333333,2,FALSE,Normal,-29.99936366,64.00421813
SA042,Sales,Intern,16-07-2024 10:24,16-07-2024 16:47,17-07-2024,6,0,0,6.383333333,1,TRUE,Normal,51.88225812,-116.1942111
SA043,Sales,Analyst,01-10-2024 16:50,02-10-2024 03:37,19-03-2024,5,0,0,10.78333333,2,TRUE,Normal,54.62082501,179.6632527
SA044,Sales,Analyst,20-02-2024 13:05,20-02-2024 18:23,21-06-2024,17,0,0,5.3,1,FALSE,Normal,16.30545222,-59.14167664
SA045,Sales,Developer,26-08-2024 12:47,26-08-2024 20:51,01-08-2024,7,0,0,8.066666667,0,FALSE,Normal,85.45303801,-176.8908391
SA046,Sales,Analyst,07-02-2024 15:42,07-02-2024 23:24,03-07-2024,9,0,0,7.7,1,FALSE,Normal,2.745236275,-131.6340806
SA047,Sales,Analyst,25-01-2024 16:13,25-01-2024 22:55,10-11-2024,17,0,0,6.7,1,FALSE,Normal,43.31731871,-160.7537728
SA048,Sales,Analyst,22-09-2024 17:56,23-09-2024 03:00,10-03-2024,10,0,0,9.066666667,0,FALSE,Normal,-58.62647502,-40.94653736
SA049,Sales,Developer,17-10-2024 18:18,17-10-2024 22:29,30-09-2024,11,0,0,4.183333333,1,FALSE,Normal,77.32372933,23.24526571
SA050,Sales,Analyst,18-10-2024 14:23,18-10-2024 18:31,03-05-2024,6,0,0,4.133333333,2,TRUE,Normal,-50.81798479,-53.00759263
SA051,Sales,Developer,11-10-2024 17:54,12-10-2024 00:25,11-03-2024,11,0,0,6.516666667,2,TRUE,Normal,-16.19774624,93.64095959
SA052,Sales,Intern,07-04-2024 18:55,08-04-2024 01:16,17-10-2024,11,0,0,6.35,0,FALSE,Normal,10.32518863,109.9735142
SA053,Sales,Analyst,07-04-2024 12:08,07-04-2024 19:59,24-04-2024,13,0,0,7.85,1,FALSE,Normal,24.51209365,97.94907377
SA054,Sales,Developer,03-08-2024 17:00,03-08-2024 21:11,16-07-2024,12,0,0,4.183333333,2,FALSE,Normal,-36.1960552,4.365523458
SA055,Sales,Developer,20-02-2024 09:48,20-02-2024 14:23,06-10-2024,16,0,0,4.583333333,0,TRUE,Normal,85.03778525,102.7753209
SA056,Sales,Intern,06-01-2024 16:29,07-01-2024 01:16,05-02-2024,6,0,0,8.783333333,2,TRUE,Normal,50.08196825,26.52622356
SA057,Sales,Manager,23-01-2024 14:42,23-01-2024 23:58,06-06-2024,20,0,0,9.266666667,1,FALSE,Normal,57.14221057,-68.91908174
SA058,Sales,Manager,12-11-2024 11:19,12-11-2024 21:03,20-09-2024,10,0,0,9.733333333,0,FALSE,Normal,62.32614002,77.13853648
SA059,Sales,Intern,23-03-2024 18:50,24-03-2024 05:23,25-04-2024,9,0,0,10.55,0,TRUE,Normal,81.19893333,5.412425681
SA060,Sales,Manager,10-08-2024 14:40,11-08-2024 00:29,30-04-2024,12,0,0,9.816666667,2,TRUE,Normal,-60.01665376,43.1232598
SA061,Sales,Developer,27-02-2024 13:08,27-02-2024 20:31,04-11-2024,8,0,0,7.383333333,1,TRUE,Normal,-33.25963757,-68.62634941
SA062,Sales,Analyst,23-07-2024 09:27,23-07-2024 16:38,30-03-2024,20,0,0,7.183333333,1,FALSE,Normal,51.61521268,155.2566467
SA063,Sales,Intern,14-07-2024 15:37,15-07-2024 01:05,21-05-2024,7,0,1,9.466666667,0,TRUE,Suspicious,6.799690729,-111.6384393
SA064,Sales,Intern,28-04-2024 16:53,28-04-2024 21:07,11-11-2024,19,0,0,4.233333333,1,FALSE,Normal,-58.47852425,37.83850855
SA065,Sales,Manager,02-07-2024 12:40,02-07-2024 20:22,30-05-2024,14,0,0,7.7,2,TRUE,Normal,-6.725089702,25.88788151
SA066,Sales,Manager,22-09-2024 11:49,22-09-2024 19:08,27-07-2024,9,0,0,7.316666667,2,FALSE,Normal,49.05369521,65.38933912
SA067,Sales,Developer,08-02-2024 12:43,08-02-2024 21:40,04-10-2024,20,0,0,8.95,1,FALSE,Normal,-31.50312085,-23.04945133
SA068,Sales,Intern,22-08-2024 08:59,22-08-2024 17:43,12-01-2024,13,0,0,8.733333333,0,FALSE,Normal,-54.81379187,84.75227052
SA069,Sales,Developer,29-01-2024 12:47,29-01-2024 18:02,31-07-2024,14,0,0,5.25,2,FALSE,Normal,16.04667528,90.62179259
SA070,Sales,Analyst,13-10-2024 17:21,13-10-2024 23:16,08-02-2024,9,0,0,5.916666667,0,TRUE,Normal,-52.29695289,76.30064052
SA071,Sales,Analyst,05-08-2024 14:44,05-08-2024 19:12,21-01-2024,5,0,0,4.466666667,0,FALSE,Normal,76.08798067,50.81942414
SA072,Sales,Analyst,17-03-2024 14:39,17-03-2024 22:41,30-01-2024,9,0,0,8.033333333,0,FALSE,Normal,-28.07590987,-42.19244058
SA073,Sales,Intern,15-05-2024 08:25,15-05-2024 13:15,02-08-2024,19,0,0,4.833333333,0,FALSE,Normal,21.12557573,-29.22139843
SA074,Sales,Intern,10-08-2024 09:12,10-08-2024 19:03,29-09-2024,20,0,0,9.85,1,TRUE,Normal,33.25921152,135.2216639
SA075,Sales,Analyst,03-01-2024 09:09,03-01-2024 16:45,24-03-2024,13,0,0,7.6,1,TRUE,Normal,-80.01911712,59.24200714
SA076,Sales,Analyst,12-04-2024 08:22,12-04-2024 18:24,07-06-2024,11,0,0,10.03333333,1,TRUE,Normal,-22.19830694,156.0390327
SA077,Sales,Intern,18-03-2024 13:06,18-03-2024 19:40,15-10-2024,8,0,0,6.566666667,0,FALSE,Normal,63.890549,-79.04488926
SA078,Sales,Developer,26-08-2024 09:58,26-08-2024 15:20,26-05-2024,15,0,0,5.366666667,1,TRUE,Normal,-54.96829652,-63.72747009
SA079,Sales,Intern,31-10-2024 17:29,01-11-2024 04:18,06-07-2024,16,0,0,10.81666667,1,FALSE,Normal,51.67374974,71.34317315
SA080,Sales,Intern,30-01-2024 17:01,31-01-2024 00:01,02-03-2024,17,0,0,7,1,TRUE,Normal,33.85352484,-80.4202011
SA081,Sales,Analyst,10-01-2024 18:53,10-01-2024 23:53,13-01-2024,19,1,0,5,0,TRUE,Critical,39.47760382,53.20448546
SA082,Sales,Developer,12-05-2024 13:38,12-05-2024 18:23,16-04-2024,8,0,0,4.75,2,TRUE,Normal,53.13586933,51.59751985
SA083,Sales,Analyst,18-11-2024 14:26,18-11-2024 19:15,26-02-2024,7,0,0,4.816666667,0,FALSE,Normal,-21.03338939,135.1924121
SA084,Sales,Intern,13-02-2024 09:10,13-02-2024 17:02,24-05-2024,9,0,0,7.866666667,0,FALSE,Normal,40.09910593,-177.896045
SA085,Sales,Analyst,25-10-2024 15:27,25-10-2024 20:09,18-09-2024,17,0,0,4.7,2,FALSE,Normal,-65.64530893,45.46948709
SA086,Sales,Intern,26-09-2024 16:19,26-09-2024 23:06,27-05-2024,9,0,0,6.783333333,2,FALSE,Normal,51.73981778,-42.31311427
SA087,Sales,Developer,11-02-2024 18:33,12-02-2024 00:58,24-07-2024,13,0,0,6.416666667,2,FALSE,Normal,53.12609077,48.17623709
SA088,Sales,Developer,02-08-2024 13:47,02-08-2024 22:07,25-10-2024,16,0,0,8.333333333,0,FALSE,Normal,-64.89493868,69.47077465
SA089,Sales,Manager,15-02-2024 11:22,15-02-2024 15:47,27-10-2024,8,0,0,4.416666667,2,TRUE,Normal,87.28662111,-43.58821389
SA090,Sales,Developer,01-07-2024 16:07,01-07-2024 23:33,05-02-2024,14,0,0,7.433333333,0,TRUE,Normal,14.64456449,12.13794227
SA091,Sales,Developer,22-02-2024 08:33,22-02-2024 14:25,23-05-2024,11,0,0,5.866666667,0,FALSE,Normal,-4.939147475,-65.97084206
SA092,Sales,Intern,26-09-2024 14:52,27-09-2024 00:01,28-03-2024,15,0,0,9.15,2,FALSE,Normal,-55.82810809,104.3688773
SA093,Sales,Analyst,08-09-2024 14:13,08-09-2024 22:40,19-08-2024,16,0,1,8.45,2,TRUE,Suspicious,21.44350228,39.90334112
SA094,Sales,Manager,18-01-2024 17:06,19-01-2024 01:01,25-04-2024,13,0,0,7.916666667,1,FALSE,Normal,12.66765825,-174.4825915
SA095,Sales,Manager,22-07-2024 16:11,23-07-2024 02:13,01-05-2024,5,0,0,10.03333333,0,TRUE,Normal,-58.71830423,-2.637098393
SA096,Sales,Developer,03-02-2024 15:23,03-02-2024 22:26,15-09-2024,7,0,0,7.05,2,FALSE,Normal,-86.15403859,110.5718811
SA097,Sales,Intern,06-09-2024 18:11,06-09-2024 23:33,24-04-2024,5,0,0,5.366666667,1,TRUE,Normal,-37.82400861,-16.60026677
SA098,Sales,Analyst,01-09-2024 17:21,01-09-2024 22:21,02-05-2024,12,0,0,5,2,FALSE,Normal,59.09984423,110.7261606
SA099,Sales,Manager,21-01-2024 13:18,21-01-2024 22:14,25-08-2024,8,0,0,8.933333333,1,FALSE,Normal,48.66837505,140.2882589
SA100,Sales,Intern,14-03-2024 14:55,14-03-2024 19:26,23-01-2024,13,0,1,4.516666667,0,TRUE,Suspicious,51.92384655,132.1813259
SA101,Sales,Manager,18-05-2024 17:28,18-05-2024 21:54,11-10-2024,12,0,0,4.433333333,0,FALSE,Normal,-22.39308427,161.5259941
SA102,Sales,Manager,26-06-2024 12:14,26-06-2024 17:03,27-10-2024,16,1,0,4.816666667,0,FALSE,Critical,54.58788452,-173.5321915
SA103,Sales,Developer,04-11-2024 12:51,04-11-2024 19:36,03-11-2024,13,1,0,6.75,0,FALSE,Critical,-30.91149276,-57.09166307
SA104,Sales,Intern,29-05-2024 18:30,30-05-2024 01:56,30-10-2024,16,0,0,7.433333333,1,TRUE,Normal,-27.41825204,58.22899577
SA105,Sales,Analyst,13-05-2024 08:41,13-05-2024 16:35,07-09-2024,18,0,0,7.9,2,TRUE,Normal,-4.290783659,14.8441878
SA106,Sales,Manager,05-05-2024 13:45,05-05-2024 23:57,16-05-2024,16,0,0,10.2,1,FALSE,Normal,-17.64603842,-102.3699095
SA107,Sales,Intern,12-09-2024 17:52,13-09-2024 03:16,25-02-2024,10,0,0,9.4,0,FALSE,Normal,-88.2840952,21.58967238
SA108,Sales,Intern,10-01-2024 13:03,10-01-2024 20:20,08-10-2024,11,0,0,7.283333333,0,FALSE,Normal,-62.29115258,-104.0921635
SA109,Sales,Intern,12-02-2024 10:26,12-02-2024 15:58,24-08-2024,16,0,0,5.533333333,0,FALSE,Normal,-33.97672993,-10.54254487
SA110,Sales,Analyst,28-06-2024 18:23,28-06-2024 22:40,22-05-2024,19,0,0,4.283333333,1,TRUE,Normal,-52.96304561,-151.5992279
SA111,Sales,Manager,07-03-2024 11:42,07-03-2024 19:05,27-04-2024,11,0,0,7.383333333,1,TRUE,Normal,41.94072249,-67.7702378
SA112,Sales,Intern,30-03-2024 13:04,30-03-2024 20:23,19-04-2024,11,0,0,7.316666667,1,TRUE,Normal,13.48142547,38.43140646
SA113,Sales,Manager,28-07-2024 09:27,28-07-2024 19:17,01-01-2024,17,0,0,9.833333333,0,FALSE,Normal,-79.10897191,168.1242416
SA114,Sales,Manager,13-04-2024 11:11,13-04-2024 21:02,24-08-2024,16,0,0,9.85,0,TRUE,Normal,-21.76699777,-19.84178276
SA115,Sales,Analyst,11-08-2024 15:55,11-08-2024 20:21,23-01-2024,10,0,1,4.433333333,2,TRUE,Suspicious,-72.16456309,25.18806725
SA116,Sales,Manager,09-06-2024 11:51,09-06-2024 20:54,13-11-2024,19,0,0,9.05,2,TRUE,Normal,35.31457137,-132.1912883
SA117,Sales,Manager,26-08-2024 15:08,26-08-2024 21:32,21-01-2024,7,0,0,6.4,2,FALSE,Normal,18.57371293,-110.6856628
SA118,Sales,Analyst,27-07-2024 18:48,28-07-2024 02:52,04-10-2024,13,0,0,8.066666667,0,FALSE,Normal,-38.83310198,60.41605657
SA119,Sales,Analyst,12-08-2024 13:26,12-08-2024 21:45,17-03-2024,9,0,0,8.316666667,1,FALSE,Normal,36.68091285,1.307814295
SA120,Sales,Developer,01-08-2024 10:53,01-08-2024 18:23,19-04-2024,5,0,0,7.5,0,FALSE,Normal,86.88963152,-163.6737138
SA121,Sales,Analyst,20-08-2024 11:59,20-08-2024 18:42,29-06-2024,12,0,0,6.716666667,0,FALSE,Normal,71.09263042,-20.10212866
SA122,Sales,Analyst,23-07-2024 13:06,23-07-2024 19:50,22-02-2024,11,0,0,6.733333333,0,FALSE,Normal,17.43435679,-117.3377246
SA123,Sales,Intern,23-04-2024 10:32,23-04-2024 18:32,26-02-2024,11,0,0,8,0,TRUE,Normal,-69.88732041,-91.40615093
SA124,Sales,Developer,06-02-2024 09:42,06-02-2024 13:58,21-09-2024,16,0,0,4.266666667,1,FALSE,Normal,-63.7645213,-119.6224414
SA125,Sales,Analyst,27-10-2024 13:50,27-10-2024 18:22,01-03-2024,16,0,0,4.533333333,2,TRUE,Normal,-73.29097136,146.7294683
SA126,Sales,Analyst,02-07-2024 14:53,02-07-2024 20:42,20-09-2024,20,0,0,5.816666667,2,TRUE,Normal,70.59630168,-42.67356185
SA127,Sales,Analyst,08-02-2024 16:16,08-02-2024 20:41,18-06-2024,11,0,0,4.416666667,1,TRUE,Normal,-66.63347784,-109.9419659
SA128,Sales,Manager,30-10-2024 18:50,31-10-2024 01:47,10-11-2024,7,0,0,6.95,1,TRUE,Normal,70.47003787,-97.52519932
SA129,Sales,Manager,11-06-2024 17:38,12-06-2024 00:23,10-01-2024,12,0,0,6.75,2,TRUE,Normal,47.80780725,133.930771
SA130,Sales,Analyst,10-11-2024 14:28,10-11-2024 20:22,06-09-2024,11,0,0,5.9,0,TRUE,Normal,-57.31679639,-105.0028496
SA131,Sales,Analyst,29-06-2024 18:46,30-06-2024 00:32,27-08-2024,15,0,0,5.766666667,1,TRUE,Normal,0.821507674,-38.30239881
SA132,Sales,Intern,21-01-2024 10:39,21-01-2024 17:27,31-05-2024,12,0,0,6.8,1,TRUE,Normal,-63.6878655,-134.1426317
SA133,Sales,Analyst,10-10-2024 16:12,10-10-2024 22:09,19-09-2024,8,0,0,5.95,1,TRUE,Normal,-4.354224235,-138.7180271
